param n:=50;
param nprim:=50;
param m := 5;
param c : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
:=
       1  36 46 34 25 29 17 15 29 38 50 39 50 37 39 25 13 11 11 32 50 23 44 15 25 42 13 41 31 16 44 49 25 31 14 45 44 36 50 49 30 15 22 31 45 40 41 22 34 13 26
       2  12 33 26 10 32 49 46 44 41 49 41 45 43 44 24 14 17 21 32 39 25 29 28 38 38 12 17 42 22 43 31 47 15 10 40 12 39 34 28 23 35 46 48 40 29 13 38 37 14 16
       3  34 23 36 34 21 39 48 37 34 10 44 39 41 13 45 11 35 43 35 46 27 36 19 23 21 20 46 29 29 12 40 11 14 50 25 34 32 37 28 36 35 15 25 37 30 41 28 32 48 32
       4  10 42 25 24 16 31 11 25 21 43 41 27 38 31 36 35 14 17 18 36 25 27 44 18 24 46 43 44 21 20 11 42 20 24 33 42 41 32 50 25 47 15 38 29 32 46 25 10 42 33
       5  39 19 24 16 50 20 39 11 26 40 18 44 37 26 13 25 16 12 39 19 31 29 34 48 42 11 32 27 39 26 47 37 39 49 37 50 33 26 12 12 26 38 22 13 11 20 40 44 25 38
;
param a : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
:=
       1  15 8 11 16 24 8 19 9 15 7 6 13 10 12 25 16 21 18 21 21 22 8 18 11 12 24 15 13 17 21 24 23 23 19 20 17 13 12 9 22 13 14 25 7 9 25 20 13 21 20
       2  8 10 7 23 20 9 7 11 21 9 16 20 9 25 10 14 20 23 23 25 13 14 7 14 9 25 18 17 10 14 21 6 15 8 10 24 17 25 15 21 20 12 15 16 7 17 12 8 21 19
       3  22 9 13 12 22 7 10 8 15 12 15 15 12 16 7 15 17 20 16 12 21 17 10 19 16 21 23 23 6 21 24 18 8 11 8 10 22 16 5 9 5 12 18 15 16 8 22 5 5 12
       4  6 5 24 24 24 23 8 8 6 18 20 7 8 6 7 5 21 25 5 18 7 13 11 5 23 20 15 8 21 23 15 23 20 9 6 17 23 15 19 25 17 15 17 23 5 23 7 15 17 5
       5  23 19 18 17 25 14 15 12 11 5 25 14 8 8 16 17 11 12 8 14 10 9 20 9 9 13 21 22 10 5 15 12 6 19 10 12 16 23 11 6 14 12 14 22 5 23 9 18 7 9
;
param b:=1 342,2 342,3 342,4 342,5 342;
