param n:=50;
param m:= 5;
param c : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
:=
       1  83 93 84 45 60 54 43 67 75 43 31 91 72 15 41 85 70 99 37 7 97 107 25 40 62 86 83 8 84 88 42 53 75 56 48 77 54 28 34 89 99 57 17 44 51 31 47 96 99 24
       2  45 60 84 71 64 24 53 23 26 29 58 78 22 64 29 86 69 72 72 59 67 83 14 10 25 47 85 66 87 79 34 14 101 103 99 96 65 90 85 44 30 80 22 87 25 39 3 97 104 22
       3  104 99 77 57 32 104 84 11 13 60 41 24 58 51 34 97 40 98 18 110 74 112 47 74 28 62 95 72 117 42 78 31 35 28 15 60 113 23 35 79 83 62 24 25 52 84 33 43 42 31
       4  90 81 96 41 92 63 99 22 95 55 55 41 55 93 81 86 13 87 46 109 91 91 111 13 35 28 51 53 59 78 27 32 45 18 74 82 8 50 85 18 56 80 29 78 15 75 83 79 94 72
       5  45 22 33 33 54 66 110 23 80 42 30 114 28 72 75 92 48 107 23 68 72 110 45 74 34 45 58 90 96 10 53 37 57 30 82 87 38 70 40 28 89 76 82 51 36 55 81 20 85 82
;
param a : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
:=
       1  28 16 29 57 46 58 66 42 36 74 83 11 38 89 76 24 40 7 81 99 6 6 78 68 44 35 18 98 30 19 61 65 32 50 62 32 64 91 87 26 12 53 95 65 51 74 61 22 7 78
       2  56 51 27 33 40 82 50 85 95 84 50 33 80 40 72 34 34 37 30 59 42 34 94 100 86 64 25 47 22 42 67 100 11 18 8 8 44 21 21 72 86 35 82 23 94 80 99 13 9 99
       3  9 10 26 56 83 9 31 92 90 44 65 86 50 51 76 7 72 22 97 11 27 7 63 33 83 48 24 32 3 65 42 79 80 80 94 55 6 88 84 28 36 49 80 80 63 33 76 68 60 72
       4  15 37 18 77 28 46 21 89 16 57 48 80 55 20 32 17 93 18 61 10 25 14 8 92 79 86 58 66 46 26 83 83 76 96 42 29 95 51 29 85 58 22 78 43 87 42 30 37 15 36
       5  65 94 85 70 55 36 9 93 26 76 88 1 81 38 43 9 70 7 79 42 40 8 59 42 77 73 43 22 22 96 67 67 45 75 21 23 69 39 75 74 14 44 29 55 65 63 27 91 25 34
;
param b:=1 798,2 760,3 810,4 824,5 868;
